,Company,TypeName,Inches,Ram,Weight,Price,IPS Panel,Display,TouchScreen,First_Res,Second_Res,Processor,Speed,SSD,HDD,Hybrid,Flash_Storage,Graphics_Card,OS,Resolution
347,Dell,Ultrabook,15.6,16,1.88,85672.1088,No,Full HD Display,No,1920,1080,Intel Core i7,1.9,768,0,0,0,Intel,Windows,1920x1080
348,Asus,2 in 1 Convertible,11.6,4,1.5,19980.0,No,HD Display,Yes,1366,768,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1366x768
349,Dell,Ultrabook,15.6,8,1.9,35324.64,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,1024,0,0,AMD,Windows,1920x1080
350,Dell,Notebook,15.6,16,2.06,108020.9376,No,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,3840x2160
351,HP,Notebook,15.6,8,1.84,69477.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
352,MSI,Gaming,17.3,8,2.7,75071.52,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
353,HP,Workstation,15.6,8,2.6,92615.0256,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
354,Toshiba,Notebook,15.6,16,2.4,74751.84,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.5,512,0,0,0,Nvidia,Windows,1920x1080
355,Dell,Notebook,15.6,8,2.02,51729.55199999999,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,128,2048,0,0,AMD,Windows,1920x1080
356,Lenovo,Notebook,15.6,4,2.2,17155.627200000003,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,1024,0,0,Intel,Other OS,1366x768
357,Dell,Gaming,15.6,8,2.65,53226.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Nvidia,Windows,1920x1080
358,Dell,Notebook,15.6,8,2.36,29696.6736,No,HD Display,Yes,1366,768,Intel Core i5,2.5,0,2048,0,0,Intel,Windows,1366x768
359,Dell,Notebook,14.0,8,1.36,76030.56,No,Full HD Display,No,1920,1080,Intel Core i5,2.6,256,0,0,0,Intel,Windows,1920x1080
360,HP,Notebook,15.6,4,1.86,23389.92,No,HD Display,No,1366,768,Intel Core i3,2.0,0,500,0,0,Intel,Windows,1366x768
361,Asus,Notebook,14.0,8,2.0,50349.6,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
362,Lenovo,Notebook,17.3,6,2.8,38308.32,No,HD Display,No,1600,900,Intel Core i5,2.5,128,1024,0,0,Nvidia,Windows,1600x900
363,HP,Notebook,15.6,8,1.86,34045.92,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1920x1080
364,Lenovo,Notebook,15.6,8,2.2,26586.72,No,HD Display,No,1366,768,Intel Core i3,2.0,256,0,0,0,Nvidia,Other OS,1366x768
365,HP,Notebook,15.6,8,2.04,20725.92,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,2048,0,0,Intel,Windows,1366x768
366,Dell,Notebook,17.3,8,2.8,57808.8,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,128,1024,0,0,AMD,Windows,1920x1080
367,Lenovo,Gaming,15.6,8,2.4,43103.52,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,Nvidia,Other OS,1920x1080
368,Dell,Notebook,15.6,8,2.33,47898.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,AMD,Windows,1920x1080
369,HP,Ultrabook,14.0,8,1.36,93240.0,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
370,Asus,2 in 1 Convertible,15.6,12,2.26,58554.72,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,512,2048,0,0,Nvidia,Windows,1920x1080
371,Acer,Notebook,15.6,4,2.1,22697.28,No,HD Display,No,1366,768,AMD Processor,3.0,128,0,0,0,AMD,Windows,1366x768
372,Asus,Gaming,17.3,16,3.25,117162.72,Yes,Full HD Display,No,1920,1080,AMD Processor,3.0,256,1024,0,0,AMD,Windows,1920x1080
373,Lenovo,Notebook,17.3,4,2.6,26053.92,No,HD Display,No,1600,900,AMD Processor,2.2,128,0,0,0,AMD,Windows,1600x900
374,Dell,2 in 1 Convertible,13.3,8,1.62,46300.85279999999,No,Full HD Display,Yes,1920,1080,Intel Core i7,1.8,256,0,0,0,Intel,Windows,1920x1080
375,HP,Notebook,15.6,4,1.91,26053.3872,No,Full HD Display,No,1920,1080,AMD Processor,3.0,256,0,0,0,AMD,Windows,1920x1080
376,Lenovo,Netbook,11.6,4,1.59,29463.84,Yes,HD Display,No,1366,768,Other Intel Processor,1.1,128,0,0,0,Intel,Windows,1366x768
377,Dell,Notebook,15.6,4,1.8,16463.52,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,500,0,0,Intel,Windows,1366x768
378,Asus,Notebook,14.0,4,1.5,15238.08,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1366x768
379,Acer,Notebook,15.6,8,2.4,45074.88,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Other OS,1920x1080
380,HP,Gaming,17.3,8,3.35,63456.48,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
381,Lenovo,Notebook,15.6,4,1.85,21498.48,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,128,0,0,0,Intel,Other OS,1920x1080
382,Asus,Gaming,15.6,8,2.3,88178.4,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
383,Lenovo,Notebook,14.0,8,1.5,58554.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
384,Asus,Ultrabook,13.3,16,1.1,93181.392,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
385,Lenovo,Ultrabook,14.0,8,1.13,121584.96,Yes,HD Display,No,2560,1440,Intel Core i7,2.7,512,0,0,0,Intel,Windows,2560x1440
386,Lenovo,Notebook,13.3,4,1.5,29250.72,Yes,Full HD Display,No,1920,1080,Intel Core i3,2.4,128,0,0,0,Intel,Windows,1920x1080
387,Dell,Workstation,15.6,8,2.23,72940.31999999999,No,Full HD Display,No,1920,1080,Intel Core i5,2.6,0,500,0,0,AMD,Windows,1920x1080
388,Dell,Workstation,15.6,8,2.0,113752.8,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Nvidia,Windows,1920x1080
389,Lenovo,2 in 1 Convertible,14.0,16,1.42,133679.52,No,HD Display,Yes,2560,1440,Intel Core i7,2.7,512,0,0,0,Intel,Windows,2560x1440
390,Asus,Gaming,17.3,8,3.0,55357.92,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,1920x1080
391,Asus,Gaming,17.3,16,3.0,84768.48,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
392,Acer,Notebook,15.6,12,2.2,36975.7872,Yes,HD Display,No,1366,768,Intel Core i5,1.6,0,1024,0,0,Nvidia,Windows,1366x768
393,MSI,Gaming,17.3,8,2.7,71874.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
394,Dell,Notebook,15.6,8,2.33,41498.1936,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,AMD,Other OS,1920x1080
395,HP,Ultrabook,15.6,4,1.91,26586.72,No,Full HD Display,No,1920,1080,AMD Processor,3.0,256,0,0,0,AMD,Windows,1920x1080
396,Lenovo,Notebook,15.6,8,2.1,65510.9568,Yes,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,AMD,Windows,1920x1080
397,Lenovo,Notebook,14.0,8,1.9,49976.64,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
398,Dell,Workstation,15.6,8,1.78,144495.36,No,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,3840x2160
399,Lenovo,Ultrabook,14.0,16,1.13,139860.0,Yes,HD Display,No,2560,1440,Intel Core i7,2.7,1024,0,0,0,Intel,Windows,2560x1440
400,Lenovo,Notebook,15.6,4,2.2,16303.68,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,1024,0,0,Intel,Windows,1366x768
401,Asus,Gaming,17.3,16,2.9,81465.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
402,Lenovo,Notebook,15.6,8,2.1,60978.96,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,1024,0,0,AMD,Windows,1920x1080
403,Acer,Notebook,15.6,8,2.5,46833.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Other OS,1920x1080
404,MSI,Gaming,17.3,16,2.8,119826.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
405,Asus,Ultrabook,14.0,8,1.1,99793.44,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
406,Toshiba,Ultrabook,13.3,16,1.2,93080.16,No,Full HD Display,No,1920,1080,Intel Core i7,2.5,512,0,0,0,Intel,Windows,1920x1080
407,Dell,Ultrabook,14.0,8,1.36,89510.4,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,0,0,0,Intel,Windows,1920x1080
408,Lenovo,Notebook,15.6,4,2.2,21791.52,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,500,0,0,Intel,Windows,1920x1080
409,Lenovo,Notebook,11.6,2,1.15,16221.096,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1366x768
410,Lenovo,Workstation,15.6,8,2.67,102564.0,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,1920x1080
411,Lenovo,Ultrabook,14.0,8,1.7,103523.04,Yes,Full HD Display,No,2560,1440,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,2560x1440
412,HP,Notebook,15.6,4,2.1,24988.32,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,1024,0,0,AMD,Windows,1920x1080
413,Acer,2 in 1 Convertible,13.3,8,1.6,42038.4528,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.5,256,0,0,0,Intel,Windows,1920x1080
414,Asus,2 in 1 Convertible,13.3,8,1.27,49443.84,Yes,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
415,Dell,Notebook,15.6,4,2.3,31909.392,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,AMD,Other OS,1920x1080
416,Dell,Notebook,13.3,4,1.65,36709.92,No,HD Display,No,1366,768,Intel Core i3,2.0,128,0,0,0,Intel,Windows,1366x768
417,HP,Ultrabook,14.0,8,1.43,79920.0,No,Full HD Display,No,1920,1080,Intel Core i7,2.5,256,0,0,0,Intel,Windows,1920x1080
418,Dell,Notebook,15.6,8,2.14,28768.536,No,HD Display,No,1366,768,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1366x768
419,Lenovo,Ultrabook,14.0,8,1.75,64755.44640000001,Yes,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,AMD,Windows,1920x1080
420,Lenovo,2 in 1 Convertible,15.6,16,2.0,101178.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,3840x2160
421,Chuwi,Notebook,12.3,6,1.4,23922.72,Yes,Retina Display,No,2736,1824,Other Intel Processor,1.1,0,0,0,64,Intel,Windows,2736x1824
422,HP,Notebook,15.6,8,2.31,76030.56,No,Full HD Display,No,1920,1080,Intel Core i7,2.9,256,0,0,0,Intel,Windows,1920x1080
423,Asus,Notebook,15.6,8,2.3,31808.16,No,Full HD Display,No,1920,1080,Intel Core i3,2.4,0,1024,0,0,Nvidia,Other OS,1920x1080
424,Dell,Gaming,17.3,16,4.42,149130.72,Yes,HD Display,No,2560,1440,Intel Core i7,2.9,256,1024,0,0,Nvidia,Windows,2560x1440
425,Dell,Gaming,15.6,8,2.62,61751.52,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
426,Dell,Notebook,15.6,8,2.02,60867.072,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,2048,0,0,AMD,Windows,1920x1080
427,Dell,Ultrabook,14.0,8,1.6,58554.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Intel,Other OS,1920x1080
428,HP,Gaming,17.3,12,3.35,106506.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
429,Mediacom,2 in 1 Convertible,11.6,4,1.16,15930.72,Yes,Full HD Display,Yes,1920,1080,Other Intel Processor,1.1,32,0,0,0,Intel,Windows,1920x1080
430,Samsung,Netbook,11.6,4,1.15,14332.32,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,16,Intel,Other OS,1366x768
431,Lenovo,Notebook,13.3,8,1.4,53812.8,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
432,Lenovo,Notebook,14.0,4,1.7,31914.72,Yes,Full HD Display,No,1920,1080,Intel Core i3,2.7,128,0,0,0,Intel,Windows,1920x1080
433,Lenovo,Workstation,15.6,16,2.3,130269.6,Yes,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,3840x2160
434,Lenovo,Notebook,15.6,16,2.5,130482.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.9,512,0,0,0,Nvidia,Windows,1920x1080
435,Asus,Gaming,17.3,8,3.2,90309.6,No,Full HD Display,No,1920,1080,AMD Processor,3.2,256,1024,0,0,AMD,Windows,1920x1080
436,HP,Notebook,15.6,4,2.1,18488.16,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,500,0,0,Intel,Windows,1366x768
437,Google,Ultrabook,12.3,16,1.1,117162.72,No,HD Display,Yes,2400,1600,Intel Core i7,1.3,512,0,0,0,Intel,Other OS,2400x1600
438,Lenovo,Ultrabook,14.0,24,1.32,126912.96,No,HD Display,No,2560,1440,Intel Core i7,2.7,512,0,0,0,Intel,Windows,2560x1440
439,Asus,Notebook,15.6,4,2.0,29783.52,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Other OS,1920x1080
440,Lenovo,Notebook,17.3,8,2.8,27652.32,No,HD Display,No,1600,900,AMD Processor,2.5,0,1024,0,0,AMD,Windows,1600x900
441,Dell,Notebook,15.6,4,2.2,39906.72,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,AMD,Windows,1920x1080
442,Lenovo,Ultrabook,12.5,8,1.36,76137.12,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
443,Lenovo,Notebook,15.6,4,2.2,18594.72,No,Full HD Display,No,1920,1080,Other Intel Processor,1.1,128,0,0,0,Intel,Windows,1920x1080
444,HP,Gaming,15.6,8,2.2,58554.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
445,Dell,Notebook,14.0,8,1.64,62817.12,No,Full HD Display,No,1920,1080,Intel Core i5,2.8,256,0,0,0,Nvidia,Windows,1920x1080
446,Acer,Notebook,15.6,4,2.4,23539.104,No,HD Display,No,1366,768,Intel Core i5,2.5,0,500,0,0,Intel,Other OS,1366x768
447,Dell,Workstation,15.6,8,2.23,106187.04,No,Full HD Display,No,1920,1080,Other Intel Processor,3.0,0,1024,0,64,Nvidia,Windows,1920x1080
448,MSI,Gaming,15.6,8,2.2,54757.9872,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
449,Microsoft,Ultrabook,13.5,16,1.25,137941.91999999998,No,HD Display,Yes,2256,1504,Intel Core i7,2.5,512,0,0,0,Intel,Windows,2256x1504
450,HP,Notebook,15.6,8,1.91,31381.92,No,HD Display,No,1366,768,Intel Core i5,2.5,128,0,0,0,Intel,Windows,1366x768
451,Dell,Workstation,15.6,16,2.17,105228.0,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Nvidia,Windows,1920x1080
452,HP,Workstation,15.6,8,2.31,81731.52,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.9,512,0,0,0,Intel,Windows,1920x1080
453,Lenovo,Notebook,14.0,8,1.65,71661.59999999999,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
454,Dell,Notebook,15.6,8,2.36,52161.12,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,128,1024,0,0,AMD,Windows,1920x1080
455,Dell,2 in 1 Convertible,11.6,4,1.47,25521.12,No,HD Display,Yes,1366,768,Other Intel Processor,1.6,0,500,0,0,Intel,Windows,1366x768
456,Dell,Notebook,17.3,8,4.42,109010.88,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,Nvidia,Windows,1920x1080
457,Microsoft,Ultrabook,13.5,4,1.252,52693.92,No,HD Display,Yes,2256,1504,Other Intel Processor,2.2,128,0,0,0,Intel,Windows,2256x1504
458,Microsoft,Ultrabook,13.5,8,1.25,95850.72,No,HD Display,Yes,2256,1504,Intel Core i7,2.5,256,0,0,0,Intel,Windows,2256x1504
459,HP,Notebook,17.3,8,2.5,34093.872,No,HD Display,No,1600,900,Intel Core i3,2.0,256,0,0,0,Intel,Windows,1600x900
460,Acer,Notebook,15.6,4,2.23,28984.32,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,1024,0,0,Nvidia,Windows,1920x1080
461,Acer,Netbook,11.6,4,1.4,23176.8,No,HD Display,No,1366,768,Other Intel Processor,1.6,128,0,0,0,Intel,Windows,1366x768
462,Asus,Notebook,15.6,8,2.37,39906.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1920x1080
463,Lenovo,Notebook,14.0,8,1.5,42570.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,AMD,Other OS,1920x1080
464,Lenovo,Notebook,15.6,8,2.67,111355.2,No,Full HD Display,No,1920,1080,Intel Core i7,2.9,256,0,0,0,Nvidia,Windows,1920x1080
465,Asus,Notebook,15.6,4,2.0,16197.12,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,500,0,0,Intel,Windows,1366x768
466,Acer,Notebook,15.6,4,2.2,24988.32,No,HD Display,No,1366,768,Intel Core i3,2.0,0,500,0,0,Nvidia,Windows,1366x768
467,Dell,Notebook,15.6,8,2.02,40439.52,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,2048,0,0,AMD,Windows,1920x1080
468,HP,Gaming,17.3,12,3.78,90522.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,1920x1080
469,Lenovo,Ultrabook,14.0,12,1.4,98994.24,Yes,Quad HD+ Display,No,2560,1440,Intel Core i7,2.6,256,0,0,0,Intel,Windows,2560x1440
470,HP,2 in 1 Convertible,13.3,8,1.29,106506.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,1.8,512,0,0,0,Intel,Windows,3840x2160
471,HP,Notebook,15.6,8,1.9,61485.12,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,500,0,0,AMD,Windows,1920x1080
472,Google,Ultrabook,12.3,8,1.1,67932.0,No,HD Display,Yes,2400,1600,Intel Core i5,1.2,128,0,0,0,Intel,Other OS,2400x1600
473,Dell,Ultrabook,13.3,8,1.42,98133.768,No,Full HD Display,Yes,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
474,Asus,Notebook,15.6,12,2.06,69210.72,Yes,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.6,128,1024,0,0,Intel,Windows,3840x2160
475,Dell,Notebook,14.0,8,1.79,39427.2,No,HD Display,No,1366,768,Intel Core i3,2.3,128,0,0,0,Intel,Windows,1366x768
476,Dell,Workstation,15.6,8,1.78,128298.24,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
477,Lenovo,Notebook,14.0,8,1.7,72673.92,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,180,0,0,0,Intel,Windows,1920x1080
478,Dell,Notebook,15.6,8,2.2,35964.0,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,1024,0,0,AMD,Windows,1920x1080
479,Toshiba,Notebook,13.3,8,1.05,89084.16,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
480,Dell,Notebook,15.6,8,2.16,67239.36,Yes,Full HD Display,No,1920,1080,Intel Core i7,1.8,512,0,0,0,Nvidia,Windows,1920x1080
481,Dell,Notebook,15.6,4,2.18,31254.048,No,HD Display,No,1366,768,Intel Core i3,2.4,0,1024,0,0,Intel,Windows,1366x768
482,HP,Notebook,13.3,4,1.49,38681.28,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,128,0,0,0,Intel,Windows,1920x1080
483,Chuwi,Notebook,15.6,4,1.89,13261.392000000002,No,Full HD Display,No,1920,1080,Other Intel Processor,1.44,0,0,0,64,Intel,Windows,1920x1080
484,Lenovo,Notebook,15.6,4,2.3,30103.2,No,HD Display,No,1366,768,Intel Core i3,2.0,128,0,0,0,Intel,Windows,1366x768
485,Lenovo,Notebook,14.0,8,1.75,55890.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
486,Dell,Workstation,15.6,16,2.17,124568.64,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Nvidia,Windows,1920x1080
487,Dell,Notebook,15.6,16,2.06,101178.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,1920x1080
488,Lenovo,Ultrabook,12.5,16,1.36,95797.44,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
489,Asus,Ultrabook,12.5,16,0.91,103896.0,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
490,Lenovo,Notebook,15.6,8,2.3,53918.82719999999,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
491,Toshiba,Ultrabook,13.3,32,1.05,149130.72,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
492,Asus,Gaming,15.6,8,1.99,71928.0,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
493,Acer,Notebook,15.6,8,2.2,30849.12,No,HD Display,No,1366,768,AMD Processor,2.5,0,1024,0,0,AMD,Windows,1366x768
494,Asus,Gaming,17.3,24,4.33,67612.31999999999,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.6,256,1024,0,0,Nvidia,Windows,1920x1080
495,Lenovo,Ultrabook,12.5,8,1.3,58554.72,Yes,HD Display,No,1366,768,Intel Core i5,2.3,180,0,0,0,Intel,Windows,1366x768
496,Lenovo,Notebook,15.6,8,2.17,47893.39199999999,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,Intel,Windows,1920x1080
497,HP,Notebook,14.0,8,1.48,93186.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,1024,0,0,0,Intel,Windows,1920x1080
498,Lenovo,Notebook,13.3,8,1.4,50562.72,Yes,Full HD Display,No,1920,1080,Intel Core i3,2.4,256,0,0,0,Intel,Windows,1920x1080
499,Lenovo,Notebook,15.6,8,2.3,48538.08,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
500,Asus,Netbook,11.6,4,1.2,18115.2,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,0,0,64,Intel,Windows,1366x768
501,HP,Notebook,15.6,8,1.91,32979.7872,No,HD Display,No,1366,768,Intel Core i5,2.5,256,0,0,0,AMD,Windows,1366x768
502,Lenovo,2 in 1 Convertible,13.9,8,1.4,85194.72,Yes,Full HD Display,Yes,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
503,Lenovo,Notebook,14.0,4,2.1,15930.72,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,500,0,0,Intel,Windows,1366x768
504,Lenovo,Netbook,11.6,4,1.25,14119.2,No,HD Display,No,1366,768,Other Intel Processor,1.6,16,0,0,0,Intel,Other OS,1366x768
505,Lenovo,Notebook,13.3,8,1.44,50562.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
506,Asus,Notebook,15.6,8,2.0,65214.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,1024,0,0,Intel,Windows,1920x1080
507,Acer,Notebook,15.6,4,2.2,32660.64,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,1024,0,0,Nvidia,Windows,1920x1080
508,HP,Ultrabook,13.3,8,1.34,70489.44,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
509,Lenovo,Gaming,15.6,8,2.4,61218.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Other OS,1920x1080
510,Dell,Ultrabook,13.3,8,1.29,47898.72,Yes,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,128,0,0,0,Intel,Windows,1920x1080
511,Acer,Notebook,15.6,4,2.2,34045.92,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,500,0,0,Nvidia,Windows,1920x1080
512,Dell,Notebook,15.6,8,2.18,44542.08,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1920x1080
513,Dell,Notebook,15.6,16,2.2,64961.10719999999,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,2048,0,0,AMD,Windows,1920x1080
514,Xiaomi,Notebook,15.6,16,1.95,74589.336,Yes,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,Nvidia,Other OS,1920x1080
515,Asus,Netbook,11.6,2,1.1,13053.6,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1366x768
516,HP,Notebook,15.6,4,2.04,27783.9216,No,HD Display,Yes,1366,768,Intel Core i5,1.6,0,1024,0,0,Intel,Windows,1366x768
517,Asus,Gaming,15.6,24,2.24,158135.04,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,1920x1080
518,HP,Notebook,15.6,8,2.04,47365.92,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
519,Asus,Gaming,17.3,16,3.0,80133.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
520,Lenovo,Gaming,15.6,8,3.2,74538.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
